type,uri,dc.id,collection,notation,"prefLabel",altLabel,broader,broaderTransitive,broadMatch,changeNote,closeMatch,definition,editorialNote,exactMatch,example,hiddenLabel,historyNote,inScheme,mappingRelation,note,related,relatedMatch,scopeNote,semanticRelation,topConceptOf,type_status,layer,typevoorschrift,typevoorschriften.uitdovend
skos:Concept,ct:07101_01,,,07101_01,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07101_00,,,07101_00,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07101_02,,,07101_02,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07101_03,,,07101_03,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:07101_05,,,07101_05,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07101_04,,,07101_04,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,na,WAAR,ONWAAR
skos:Concept,ct:07101_06,,,07101_06,"gemengd regionaal bedrijventerrein",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07102_01,,,07102_01,"specifiek regionaal bedrijventerrein voor transport, distributie en logistiek",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07102_00,,,07102_00,"specifiek regionaal bedrijventerrein voor transport, distributie en logistiek",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07102_02,,,07102_02,"specifiek regionaal bedrijventerrein voor transport, distributie en logistiek",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07103_02,,,07103_02,"specifiek regionaal bedrijventerrein voor kantoren",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:07103_03,,,07103_03,"specifiek regionaal bedrijventerrein voor kantoren",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07103_04,,,07103_04,"specifiek regionaal bedrijventerrein voor kantoren",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07103_00,,,07103_00,"specifiek regionaal bedrijventerrein voor kantoren",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07103_01,,,07103_01,"specifiek regionaal bedrijventerrein voor kantoren",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07104_01,,,07104_01,"specifiek regionaal bedrijventerrein voor kleinhandel",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07104_02,,,07104_02,"specifiek regionaal bedrijventerrein voor kleinhandel",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07104_00,,,07104_00,"specifiek regionaal bedrijventerrein voor kleinhandel",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07105_00,,,07105_00,"specifiek regionaal bedrijventerrein voor luchthavengebonden bedrijven",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07106_01,,,07106_01,"specifiek regionaal bedrijventerrein met watergebonden karakter",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07106_03,,,07106_03,"specifiek regionaal bedrijventerrein met watergebonden karakter",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07106_04,,,07106_04,"specifiek regionaal bedrijventerrein met watergebonden karakter",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07106_02,,,07106_02,"specifiek regionaal bedrijventerrein met watergebonden karakter",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:07106_00,,,07106_00,"specifiek regionaal bedrijventerrein met watergebonden karakter",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07107_00,,,07107_00,"specifiek regionaal bedrijventerrein voor wetenschapspark",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07107_01,,,07107_01,"specifiek regionaal bedrijventerrein voor wetenschapspark",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,na,WAAR,ONWAAR
skos:Concept,ct:07107_02,,,07107_02,"specifiek regionaal bedrijventerrein voor wetenschapspark",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07108_01,,,07108_01,"specifiek regionaal bedrijventerrein voor afvalverwerking en recyclage",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07108_00,,,07108_00,"specifiek regionaal bedrijventerrein voor afvalverwerking en recyclage",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07109_00,,,07109_00,"regionaal bedrijventerrein voor agro-industrie",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:07110_00,,,07110_00,"specifiek regionaal bedrijventerrein voor spoorweggebonden bedrijven",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07111_00,,,07111_00,"bedrijventerrein voor bestaand regionaal bedrijf",,ct:071,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07204_06,,,07204_06,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_02,,,07204_02,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:07204_09,,,07204_09,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_08,,,07204_08,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_04,,,07204_04,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_01,,,07204_01,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_03,,,07204_03,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_00,,,07204_00,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_07,,,07204_07,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07204_05,,,07204_05,"gebied voor zeehaven- en watergebonden bedrijven",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07205_01,,,07205_01,"zone met zeehavengebonden kantoren en dienstverlenende bedrijven [131_1]",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:07205_00,,,07205_00,"zone met zeehavengebonden kantoren en dienstverlenende bedrijven [131_1]",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07206_01,,,07206_01,"zone voor bestaande productiebedrijvigheid in zeehavengebied",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07206_00,,,07206_00,"zone voor bestaande productiebedrijvigheid in zeehavengebied",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07207_00,,,07207_00,"zone voor zeehavengebonden opslag- en verpakkingsactiviteit [131_1]",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07209_00,,,07209_00,"zone voor zeehavenondersteunende regionale bedrijvigheid [131_1]",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07210_00,,,07210_00,"gebied voor energie",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07210_01,,,07210_01,"gebied voor energie",,ct:072,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07401_00,,,07401_00,"bedrijventerrein voor historisch gegroeid bedrijf",,ct:074,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07401_01,,,07401_01,"bedrijventerrein voor historisch gegroeid bedrijf",,ct:074,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07401_02,,,07401_02,"bedrijventerrein voor historisch gegroeid bedrijf",,ct:074,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:07402_00,,,07402_00,"bedrijventerrein voor historisch gegroeid bedrijf met voorbestemming woongebied",,ct:074,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07501_00,,,07501_00,"lokaal bedrijventerrein",,ct:075,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07501_01,,,07501_01,"lokaal bedrijventerrein",,ct:075,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07502_00,,,07502_00,"bestaand industriegebied",,ct:075,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07601_00,,,07601_00,"zone voor commerciële aktiviteiten",,ct:076,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:07602_00,,,07602_00,"bedrijventerrein voor kantoren en katoorachtigen en lokale bedrijvigheid",,ct:076,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:07604_00,,,07604_00,"grootschalige kleinhandel en/of lokaal bedrijventerrein",,ct:076,,,,,,,,,,,cs:plan_legende,,,,,,,,L,gv,ONWAAR,ONWAAR
skos:Concept,ct:08101_00,,,08101_00,"gebied voor hernieuwbare energie",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,WAAR,ONWAAR
skos:Concept,ct:08102_03,,,08102_03,"gebied voor gemeenschaps- en openbare nutsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08102_04,,,08102_04,"gebied voor gemeenschaps- en openbare nutsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08102_01,,,08102_01,"gebied voor gemeenschaps- en openbare nutsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08102_00,,,08102_00,"gebied voor gemeenschaps- en openbare nutsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08103_01,,,08103_01,"gebied voor publiek wegenonderhoud en beheer",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:08103_00,,,08103_00,"gebied voor publiek wegenonderhoud en beheer",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08105_01,,,08105_01,"gebied van openbaar nut en recreatie",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,ONWAAR
skos:Concept,ct:08105_00,,,08105_00,"gebied van openbaar nut en recreatie",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08106_00,,,08106_00,"havenondersteunende gemeenschapsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08106_02,,,08106_02,"havenondersteunende gemeenschapsvoorzieningen",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08107_01,,,08107_01,"gebied voor zuiveringsinfrastructuur voor afvalwater [5_1 /131_1]",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:08107_03,,,08107_03,"gebied voor zuiveringsinfrastructuur voor afvalwater [5_1 /131_1]",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,WAAR,ONWAAR
skos:Concept,ct:08107_02,,,08107_02,"gebied voor zuiveringsinfrastructuur voor afvalwater [5_1 /131_1]",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08107_00,,,08107_00,"gebied voor zuiveringsinfrastructuur voor afvalwater [5_1 /131_1]",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08108_00,,,08108_00,"zone voor transformatorpark",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08109_00,,,08109_00,"gebied voor infrastructuur voor duurzame watervoorziening",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,WAAR,ONWAAR
skos:Concept,ct:08110_00,,,08110_00,"gebied voor telecommunicatie-infrastructuur",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08111_00,,,08111_00,"Gebied voor zorginfrastructuur",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:08112_01,,,08112_01,"Infrastructuurlandschap",,ct:081,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:08201_00,,,08201_00,"militair domein",,ct:082,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:08302_00,,,08302_00,"waterbeheersgebieden",,ct:083,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:08302_01,,,08302_01,"waterbeheersgebieden",,ct:083,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,ONWAAR
skos:Concept,ct:08401_00,,,08401_00,"waterwinningsgebied",,ct:084,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,ONWAAR
skos:Concept,ct:08401_01,,,08401_01,"waterwinningsgebied",,ct:084,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,ONWAAR
skos:Concept,ct:08402_00,,,08402_00,"waterberging",,ct:084,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:08501_00,,,08501_00,"gebied voor de winning van oppervlaktedelfstoffen",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08501_03,,,08501_03,"gebied voor de winning van oppervlaktedelfstoffen",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08501_02,,,08501_02,"gebied voor de winning van oppervlaktedelfstoffen",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,d,voor,WAAR,ONWAAR
skos:Concept,ct:08502_00,,,08502_00,"gebied voor verwerking van oppervlaktedelfstoffen",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:08503_00,,,08503_00,"gebied voor recuperatie of recyclage",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:08504_00,,,08504_00,"gebied voor projectgrindwinning",,ct:085,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:08601_01,,,08601_01,"stortgebied",,ct:086,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,ONWAAR,ONWAAR
skos:Concept,ct:08601_00,,,08601_00,"stortgebied",,ct:086,,,,,,,,,,,cs:plan_legende,,,,,,,,/,detail,ONWAAR,ONWAAR
skos:Concept,ct:08602_00,,,08602_00,"gebied voor specieberging",,ct:086,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ov,ONWAAR,ONWAAR
skos:Concept,ct:08712_00,,,08712_00,"CODE NIET MEER VAN TOEPASSING (vista)",,ct:087,,,,,,,,,,,cs:plan_legende,,,,,,,,/,ov,ONWAAR,WAAR
skos:Concept,ct:08801_01,,,08801_01,"CODE NIET MEER VAN TOEPASSING (gebied voor aanpassing van kruisende infrastructuur (in overdruk) (rup: 2_1))",,ct:088,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:08801_00,,,08801_00,"CODE NIET MEER VAN TOEPASSING (gebied voor aanpassing van kruisende infrastructuur (in overdruk) (rup: 2_1))",,ct:088,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:08805_00,,,08805_00,"CODE NIET MEER VAN TOEPASSING (gemengd reservatiegebied (in overdruk))",,ct:088,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,WAAR
skos:Concept,ct:09101_00,,,09101_00,"reservatiegebied voor hoofdweg",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09101_01,,,09101_01,"reservatiegebied voor hoofdweg",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09102_00,,,09102_00,"gebied voor aanleg, beheer en exploitatie van wegeninfrastructuur",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
skos:Concept,ct:09109_00,,,09109_00,"reservatiegebied voor aan te leggen weg (categorie niet bepaald)",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09109_00,,,09109_00,"reservatiegebied voor aan te leggen weg (categorie niet bepaald)",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,WAAR
skos:Concept,ct:09110_00,,,09110_00,"aslijn wegenis",,ct:091,,,,,,,,,,,cs:plan_legende,,,,,,,,,ln,ONWAAR,ONWAAR
skos:Concept,ct:09201_00,,,09201_00,"op te heffen reservatiestrook",,ct:092,,,,,,,,,,,cs:plan_legende,,,,,,,,d,over,WAAR,ONWAAR
skos:Concept,ct:09201_01,,,09201_01,"op te heffen reservatiestrook",,ct:092,,,,,,,,,,,cs:plan_legende,,,,,,,,d,over,WAAR,ONWAAR
skos:Concept,ct:09205_00,,,09205_00,"op te heffen wegenis",,ct:092,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,ONWAAR
skos:Concept,ct:09205_01,,,09205_01,"op te heffen wegenis",,ct:092,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,ONWAAR
skos:Concept,ct:09301_02,,,09301_02,"UITDOVEND hoofdweg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09301_03,,,09301_03,"UITDOVEND hoofdweg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09301_00,,,09301_00,"UITDOVEND hoofdweg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09302_01,,,09302_01,"UITDOVEND primaire weg I",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09302_00,,,09302_00,"UITDOVEND primaire weg I",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09303_02,,,09303_02,"UITDOVEND secundaire weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09303_01,,,09303_01,"UITDOVEND secundaire weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09303_03,,,09303_03,"UITDOVEND secundaire weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09303_00,,,09303_00,"UITDOVEND secundaire weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09304_03,,,09304_03,"UITDOVEND lokale weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09304_02,,,09304_02,"UITDOVEND lokale weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09304_01,,,09304_01,"UITDOVEND lokale weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09304_00,,,09304_00,"UITDOVEND lokale weg",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:X6,,,X6,"gebied voor diensten bij wegeninfrastructuur",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,,,ONWAAR,ONWAAR
skos:Concept,ct:09309_00,,,09309_00,"wegeninfrastructuur",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:09309_01,,,09309_01,"wegeninfrastructuur",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,/,gv,WAAR,ONWAAR
skos:Concept,ct:09312_00,,,09312_00,"zone voor primaire weg II [131_1]",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:09313_01,,,09313_01,"zone voor knooppunt [131_1 legendvb type 1 / types variëren met gebiedsnrs ]",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,L,gv,ONWAAR,ONWAAR
skos:Concept,ct:09313_00,,,09313_00,"zone voor knooppunt [131_1 legendvb type 1 / types variëren met gebiedsnrs ]",,ct:093,,,,,,,,,,,cs:plan_legende,,,,,,,,L,gv,ONWAAR,ONWAAR
skos:Concept,ct:09401_00,,,09401_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,WAAR
skos:Concept,ct:09401_01,,,09401_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09402_01,,,09402_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09402_00,,,09402_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,WAAR
skos:Concept,ct:09404_00,,,09404_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs lokale weg)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,L,detail,ONWAAR,WAAR
skos:Concept,ct:09405_00,,,09405_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs hoofdweg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:09406_00,,,09406_00,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,WAAR
skos:Concept,ct:09406_01,,,09406_01,"CODE NIET MEER VAN TOEPASSING (voorheen : bouwvrij gebied langs primaire weg (in overdruk)",,ct:094,,,,,,,,,,,cs:plan_legende,,,,,,,,d,detail,ONWAAR,WAAR
skos:Concept,ct:10101_00,,,10101_00,"UITDOVEND : reservatiegebied voor aan te leggen hoofdspoorweg (in overdruk) (rup: 2_1)",,ct:101,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ov,ONWAAR,WAAR
skos:Concept,ct:10301_00,,,10301_00,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:10301_01,,,10301_01,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,ONWAAR,ONWAAR
skos:Concept,ct:10301_00,,,10301_00,"zone voor hoofdspoorweg type 1",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,ln,ONWAAR,ONWAAR
skos:Concept,ct:10306_00,,,10306_00,"spoorinfrastructuur",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,d,gv,WAAR,ONWAAR
skos:Concept,ct:10307_00,,,10307_00,"gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:10307_01,,,10307_01,"gebied voor diensten bij spoorweginfrastructuur en aanhorigheden",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,gv,ONWAAR,ONWAAR
skos:Concept,ct:10308_01,,,10308_01,"gebied voor aanleg, beheer en exploitatie van spoorinfrastructuur",,ct:103,,,,,,,,,,,cs:plan_legende,,,,,,,,,ov,ONWAAR,ONWAAR
